index,Sex,Age,Profession/job,Education level (recoded),Scale of incomes,Social class (subjective),Country_Code
99,Female,36,Semi-skilled manual worker,Not asked in survey,Not asked in survey,No answer,Argentina
0,Female,42,Employer/manager of establishment with less than 10 employed,Middle,Fifth step,Working class,Armenia
1,Male,24,Not asked,Middle,Fifth step,Upper middle class,Armenia
2,Male,48,Supervisory Non manual -office worker,Upper,Fifth step,Lower middle class,Armenia
3,Female,20,Not asked,Upper,Seventh step,Upper middle class,Armenia
4,Male,26,Supervisory Non manual -office worker,Middle,No answer,Upper middle class,Armenia
5,Male,21,Agricultural worker,Middle,Third step,Lower middle class,Armenia
6,Female,59,Not asked,Middle,Lower step,Lower middle class,Armenia
7,Female,25,Non manual -office worker,Middle,second step,Lower middle class,Armenia
8,Male,27,Semi-skilled manual worker,Upper,Third step,Lower class,Armenia
9,Female,32,Never had a job,Lower,second step,Working class,Armenia
10,Male,17,Never had a job,Middle,Tenth step,Working class,Armenia
11,Female,22,Non manual -office worker,Middle,Lower step,Lower middle class,Armenia
12,Female,36,Not asked,Upper,Fifth step,Lower middle class,Armenia
13,Female,29,Not asked,Middle,Sixth step,Working class,Armenia
14,Female,35,Semi-skilled manual worker,Middle,Sixth step,Lower middle class,Armenia
15,Female,74,Not asked,Lower,Lower step,Lower class,Armenia
16,Female,65,Not asked,Upper,Third step,Working class,Armenia
17,Female,18,Not asked,Middle,Fifth step,Lower middle class,Armenia
18,Male,47,Supervisory Non manual -office worker,Upper,second step,Lower middle class,Armenia
19,Female,41,Not asked,Upper,Seventh step,Working class,Armenia
20,Female,23,Not asked,Middle,second step,Lower class,Armenia
21,Female,71,Not asked,Middle,Lower step,Working class,Armenia
22,Male,38,Not asked,Upper,Fifth step,Upper middle class,Armenia
23,Female,61,Not asked,Middle,Fourth step,Lower middle class,Armenia
24,Female,49,Non manual -office worker,Middle,Sixth step,Working class,Armenia
25,Female,18,Not asked,Upper,Fifth step,Lower middle class,Armenia
26,Female,52,Not asked,Middle,Sixth step,Upper middle class,Armenia
27,Female,24,Non manual -office worker,Upper,second step,Upper middle class,Armenia
28,Female,83,Not asked,Middle,Sixth step,Lower middle class,Armenia
29,Male,48,Professional worker,Upper,second step,Working class,Armenia
30,Male,22,Agricultural worker,Middle,second step,Lower middle class,Armenia
31,Female,61,Skilled manual,Middle,second step,Upper middle class,Armenia
32,Male,38,Semi-skilled manual worker,Middle,Fourth step,Lower middle class,Armenia
33,Male,64,Employer/manager of establishment with 10 or more employed,Upper,Lower step,Upper middle class,Armenia
34,Female,36,Never had a job,Middle,second step,Upper middle class,Armenia
35,Female,72,Professional worker,Upper,Third step,Lower class,Armenia
36,Female,52,Not asked,Lower,Fifth step,Working class,Armenia
37,Male,31,Not asked,Upper,Lower step,Lower middle class,Armenia
38,Male,69,Agricultural worker,Lower,Fifth step,Lower class,Armenia
39,Female,75,Not asked,Middle,Lower step,Upper middle class,Armenia
40,Female,71,Not asked,Lower,Fifth step,No answer,Armenia
41,Male,40,Not asked,Middle,second step,Working class,Armenia
42,Female,73,Not asked,Middle,Third step,Working class,Armenia
43,Female,47,Not asked,Middle,Lower step,Lower middle class,Armenia
44,Female,50,Semi-skilled manual worker,Middle,Fifth step,Lower class,Armenia
45,Male,65,Not asked,Middle,Fifth step,Upper middle class,Armenia
46,Male,50,Employer/manager of establishment with less than 10 employed,Upper,Lower step,Upper middle class,Armenia
47,Male,31,Not asked,Middle,Fifth step,Upper middle class,Armenia
48,Male,35,Not asked,Middle,Third step,Upper middle class,Armenia
49,Female,27,Skilled manual,Middle,Lower step,Lower middle class,Armenia
50,Female,64,Agricultural worker,Lower,Third step,Working class,Armenia
51,Male,29,Non manual -office worker,Upper,second step,Lower middle class,Armenia
52,Female,21,Never had a job,Middle,Sixth step,Lower middle class,Armenia
53,Female,81,Not asked,Lower,Lower step,Lower middle class,Armenia
54,Female,62,Non manual -office worker,Middle,Seventh step,Working class,Armenia
55,Male,23,Not asked,Upper,Sixth step,Working class,Armenia
56,Female,60,Not asked,Upper,Fifth step,Lower middle class,Armenia
57,Female,35,Not asked,Middle,Third step,Lower middle class,Armenia
58,Male,36,Not asked,Middle,Fifth step,Upper middle class,Armenia
59,Female,33,Never had a job,Middle,Third step,Working class,Armenia
60,Male,28,Farmer: has own farm,Middle,No answer,Upper middle class,Armenia
61,Male,29,Agricultural worker,Middle,Lower step,Upper middle class,Armenia
62,Female,70,Member of armed forces,Lower,Third step,Lower middle class,Armenia
63,Female,42,Not asked,Middle,Fifth step,Lower middle class,Armenia
64,Male,26,Employer/manager of establishment with 10 or more employed,Upper,Lower step,Upper middle class,Armenia
65,Female,29,Never had a job,Upper,Lower step,Lower middle class,Armenia
66,Male,17,Professional worker,Upper,Lower step,Lower middle class,Armenia
67,Female,51,Not asked,Middle,Fifth step,Upper middle class,Armenia
68,Female,37,Non manual -office worker,Middle,Third step,Working class,Armenia
69,Male,60,Not asked,Upper,Fifth step,Working class,Armenia
70,Female,30,Not asked,Upper,Fifth step,Upper middle class,Armenia
71,Female,18,Never had a job,Middle,Seventh step,Working class,Armenia
72,Female,17,Never had a job,Middle,Fifth step,Lower middle class,Armenia
73,Female,27,Not asked,Middle,Fifth step,Working class,Armenia
74,Male,37,Foreman and supervisor,Middle,Fifth step,Lower middle class,Armenia
75,Male,74,Not asked,Lower,Third step,Lower middle class,Armenia
76,Male,50,Member of armed forces,Middle,second step,Lower class,Armenia
77,Female,36,Not asked,Upper,Sixth step,Working class,Armenia
78,Female,54,Not asked,Upper,Lower step,Working class,Armenia
79,Female,23,Not asked,Middle,Fifth step,Upper middle class,Armenia
80,Male,28,Foreman and supervisor,Middle,No answer,Upper middle class,Armenia
81,Male,73,Semi-skilled manual worker,Middle,Seventh step,Lower class,Armenia
82,Male,22,Never had a job,Middle,Seventh step,Lower middle class,Armenia
83,Female,57,Not asked,Upper,Fourth step,Lower middle class,Armenia
84,Female,50,Not asked,Middle,second step,Working class,Armenia
85,Male,39,Not asked,Middle,Sixth step,Lower middle class,Armenia
86,Female,54,Not asked,Middle,Fifth step,Upper middle class,Armenia
87,Male,26,Semi-skilled manual worker,Middle,Lower step,Lower middle class,Armenia
88,Male,17,Unskilled manual,Middle,Lower step,Lower middle class,Armenia
89,Female,65,Semi-skilled manual worker,Lower,Fourth step,Lower class,Armenia
90,Female,84,Not asked,Lower,Fourth step,Lower middle class,Armenia
91,Female,29,Not asked,Middle,Fifth step,Upper middle class,Armenia
92,Female,59,Not asked,Upper,Fourth step,Don´t know,Armenia
93,Male,20,Employer/manager of establishment with 10 or more employed,Upper,Lower step,Lower middle class,Armenia
94,Female,62,Foreman and supervisor,Middle,No answer,Working class,Armenia
95,Female,52,Not asked,Middle,Fifth step,Lower middle class,Armenia
96,Female,38,Not asked,Upper,Seventh step,Upper middle class,Armenia
97,Male,26,Skilled manual,Middle,Third step,Lower middle class,Armenia
98,Female,89,Not asked,Upper,Fifth step,Lower class,Armenia
99,Female,56,Never had a job,Middle,second step,Lower middle class,Armenia
0,Male,62,Not applicable,Not asked in survey,No answer,Not asked in survey,Australia
1,Male,57,Foreman and supervisor,Lower,Eigth step,Working class,Australia
2,Female,37,Professional worker,Not asked in survey,No answer,Not asked in survey,Australia
3,Female,55,Semi-skilled manual worker,Middle,Lower step,Lower class,Australia
4,Female,41,Professional worker,Lower,Seventh step,Lower middle class,Australia
5,Male,58,Employer/manager of establishment with 10 or more employed,Upper,Tenth step,Upper middle class,Australia
6,Female,53,Professional worker,Upper,Don´t know,Upper middle class,Australia
7,Female,77,Semi-skilled manual worker,Middle,Fourth step,Lower middle class,Australia
8,Male,93,Not asked,Middle,Fifth step,Working class,Australia
9,Female,40,Supervisory Non manual -office worker,Upper,Seventh step,Working class,Australia
10,Female,43,Not asked,Upper,Eigth step,Upper middle class,Australia
11,Male,49,Farmer: has own farm,Middle,Third step,No answer,Australia
12,Male,45,Skilled manual,Middle,Sixth step,Working class,Australia
13,Male,60,Not asked,Middle,Fifth step,Upper middle class,Australia
14,Male,57,Not asked,Upper,Nineth step,Upper class,Australia
15,Male,29,Unskilled manual,Not asked in survey,Sixth step,Not asked in survey,Australia
16,Female,31,Professional worker,Middle,Eigth step,Lower middle class,Australia
17,Male,54,Employer/manager of establishment with 10 or more employed,Upper,second step,Lower middle class,Australia
18,Female,29,Not asked,Middle,Seventh step,Working class,Australia
19,Male,24,Professional worker,Upper,Eigth step,Lower middle class,Australia
20,Male,59,Unskilled manual,Not asked in survey,Sixth step,Not asked in survey,Australia
21,Female,26,Unskilled manual,Middle,Eigth step,Lower middle class,Australia
22,Female,49,Not asked,Missing; Unknown,Seventh step,Working class,Australia
23,Female,49,Not asked,Missing; Unknown,Third step,Working class,Australia
24,Male,42,Not asked,Upper,Seventh step,Lower middle class,Australia
25,Female,40,Not asked,Middle,Third step,Working class,Australia
26,Male,65,Semi-skilled manual worker,Middle,second step,Lower middle class,Australia
27,Male,68,Not asked,Middle,Seventh step,Lower middle class,Australia
28,Male,49,Employer/manager of establishment with 10 or more employed,Upper,Tenth step,Upper middle class,Australia
29,Female,17,Unskilled manual,Middle,Don´t know,Working class,Australia
30,Male,25,Non manual -office worker,Upper,Don´t know,Upper middle class,Australia
31,Female,34,Not asked,Upper,Seventh step,Upper middle class,Australia
32,Female,57,No answer,Upper,Fourth step,Lower middle class,Australia
33,Female,32,No answer,Upper,Fifth step,Lower middle class,Australia
34,Male,75,Skilled manual,Lower,second step,Working class,Australia
35,Male,56,Skilled manual,Upper,Sixth step,Lower middle class,Australia
36,Male,18,Not applicable,Not asked in survey,Eigth step,Not asked in survey,Australia
37,Male,45,Not asked,Upper,Fourth step,Lower middle class,Australia
38,Female,25,Not asked,Upper,Seventh step,Upper middle class,Australia
39,Female,49,Non manual -office worker,Upper,Lower step,Lower middle class,Australia
40,Female,26,Non manual -office worker,Middle,Fifth step,Working class,Australia
41,Female,72,Not asked,Lower,Fifth step,Working class,Australia
42,Male,35,Skilled manual,Not asked in survey,Nineth step,Not asked in survey,Australia
43,Female,42,Not asked,Upper,Fifth step,Lower middle class,Australia
44,Female,20,Semi-skilled manual worker,Middle,second step,Working class,Australia
45,Female,20,Not asked,Upper,Sixth step,Working class,Australia
46,Male,75,Not applicable,Not asked in survey,Third step,Not asked in survey,Australia
47,Male,60,Farmer: has own farm,Middle,Don´t know,Lower middle class,Australia
48,Male,40,Employer/manager of establishment with less than 10 employed,Upper,Eigth step,Working class,Australia
49,Male,16,Not applicable,Not asked in survey,Sixth step,Not asked in survey,Australia
50,Female,62,Not applicable,Not asked in survey,Fourth step,Not asked in survey,Australia
51,Female,70,Not asked,Missing; Unknown,Lower step,Working class,Australia
52,Female,59,Foreman and supervisor,Middle,Third step,Working class,Australia
53,Male,23,Never had a job,Upper,Lower step,Upper middle class,Australia
54,Female,44,Employer/manager of establishment with less than 10 employed,Middle,Seventh step,Working class,Australia
55,Male,15,Never had a job,Lower,Don´t know,Working class,Australia
56,Male,29,Not asked,Upper,Sixth step,Upper middle class,Australia
57,Male,21,Skilled manual,Not asked in survey,Nineth step,Not asked in survey,Australia
58,Female,35,Not asked,Upper,Sixth step,Upper middle class,Australia
59,Female,60,No answer,Middle,No answer,Lower middle class,Australia
60,Female,60,Not asked,Upper,second step,Upper middle class,Australia
61,Female,47,Not asked,Upper,Sixth step,Upper middle class,Australia
62,Male,66,Supervisory Non manual -office worker,Middle,Fourth step,Working class,Australia
63,Female,54,Never had a job,Upper,second step,Lower middle class,Australia
64,Female,61,Not asked,Middle,Fifth step,Lower middle class,Australia
65,Female,16,Non manual -office worker,Middle,Sixth step,Upper middle class,Australia
66,Male,40,Skilled manual,Middle,Third step,Working class,Australia
67,Male,55,Not asked,Middle,Seventh step,No answer,Australia
68,Male,83,Professional worker,Middle,Seventh step,Lower middle class,Australia
69,Male,45,Not asked,Middle,Fifth step,Working class,Australia
70,Female,39,Supervisory Non manual -office worker,Upper,Seventh step,Lower middle class,Australia
71,Female,23,Non manual -office worker,Not asked in survey,Seventh step,Not asked in survey,Australia
72,Male,41,Not asked,Middle,second step,Lower middle class,Australia
73,Female,62,Not asked,Middle,second step,Working class,Australia
74,Female,42,Supervisory Non manual -office worker,Middle,Seventh step,No answer,Australia
75,Male,35,Unskilled manual,Middle,second step,Working class,Australia
76,Male,45,Employer/manager of establishment with less than 10 employed,Upper,Tenth step,Upper middle class,Australia
77,Male,66,Not asked,Upper,Third step,Lower middle class,Australia
78,Female,66,Employer/manager of establishment with 10 or more employed,Middle,Third step,Lower middle class,Australia
79,Male,75,Employer/manager of establishment with 10 or more employed,Upper,Eigth step,Upper middle class,Australia
80,Male,62,Not asked,Missing; Unknown,Fifth step,Lower class,Australia
81,Male,32,Not asked,Middle,Sixth step,Upper middle class,Australia
82,Male,18,Semi-skilled manual worker,Middle,second step,Working class,Australia
83,Male,22,Skilled manual,Middle,Fourth step,Working class,Australia
84,Female,26,Non manual -office worker,Not asked in survey,Fifth step,Not asked in survey,Australia
85,Male,21,Semi-skilled manual worker,Upper,No answer,Lower middle class,Australia
86,Female,23,Non manual -office worker,Not asked in survey,Sixth step,Not asked in survey,Australia
87,Male,51,Not asked,Missing; Unknown,Seventh step,Upper middle class,Australia
88,Female,27,Non manual -office worker,Middle,Fourth step,Working class,Australia
89,Female,34,Not applicable,Not asked in survey,Sixth step,Not asked in survey,Australia
90,Female,60,Not asked,Upper,Lower step,Lower class,Australia
91,Male,80,Supervisory Non manual -office worker,Middle,Third step,Upper middle class,Australia
92,Male,75,Skilled manual,Lower,second step,Working class,Australia
93,Male,53,Not asked,Upper,Sixth step,Upper middle class,Australia
